request_id,passenger_id,timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,vehicle_type,music_preference,preferred_temperature,quiet_ride,payment_method,loyalty_points_used,estimated_fare,driver_rating,status,driver_id,request_timestamp,accepted_timestamp,ride_duration
REQ-1745433859-6020,P00231,1745433859701,41.11705870788665,-75.0297119603031,40.49161494697943,-75.23649893599294,ECONOMY,CLASSICAL,26,false,CASH,,109.848015,,COMPLETED,driver_140,1745433859701,1745434304302,8587.842
REQ-1745433752-9873,P00394,1745433752867,39.978995728898425,-74.31099468622082,40.90764533668872,-74.87702701197465,ECONOMY,CLASSICAL,25,false,CASH,89,172.94588,,COMPLETED,driver_064,1745433752867,1745439942459,13635.671
REQ-1745433767-9688,P00021,1745433767847,39.69827015626302,-73.26994372689171,40.53350529756743,-74.50104739069313,ECONOMY,CLASSICAL,26,true,GOOGLE_PAY,,212.05186,,COMPLETED,driver_047,1745433767847,1745435268664,16764.148
REQ-1745433797-1633,P00312,1745433797435,41.48116203764617,-73.30489780918313,40.82761995693669,-74.39235354300703,ECONOMY,ROCK,20,false,GOOGLE_PAY,,314.54324,2.4,COMPLETED,driver_180,1745433797435,1745435099496,13954.445
REQ-1745433731-9857,P00246,1745433731780,39.32611591652689,-73.10850513378234,40.47339969289223,-73.09868112384378,ECONOMY,HIP_HOP,25,false,CASH,,193.52687,1.3,COMPLETED,driver_260,1745433731780,1745440387262,15282.149
REQ-1745433814-2145,P00067,1745433814560,39.41129975524041,-74.49981527332605,40.04944958784701,-74.71841411345758,LUXURY,CLASSICAL,20,false,CASH,,208.6571,,COMPLETED,driver_070,1745433814560,1745438800100,16180.602
REQ-1745433747-2550,P00068,1745433747829,41.36108834295333,-73.87691603186488,41.83190913041092,-75.33766348770156,ECONOMY,ROCK,19,true,CASH,,356.54977,,COMPLETED,driver_229,1745433747829,1745438458060,15844.74
REQ-1745433805-3274,P00236,1745433805119,39.920025360277805,-74.4234474150188,40.38786354670311,-75.14244521465035,ECONOMY,CLASSICAL,18,true,DEBIT_CARD,,122.66495,,COMPLETED,driver_281,1745433805119,1745439213995,9613.196
REQ-1745433775-4936,P00480,1745433775910,41.645540314816984,-73.17003011551411,40.52242640444595,-73.63482164791202,ECONOMY,HIP_HOP,22,false,PAYPAL,,198.38495,2.6,COMPLETED,driver_192,1745433775910,1745436396679,15670.796
REQ-1745433716-3047,P00421,1745433716742,39.994662020552475,-75.27423048159069,41.32205642287964,-74.2679148072687,ECONOMY,CLASSICAL,22,true,DEBIT_CARD,,257.45462,,COMPLETED,driver_130,1745433716742,1745437674799,20396.371
REQ-1745433680-6889,P00235,1745433680587,40.87276372068188,-72.86404619876,42.171797733018714,-72.76167063683461,SUV,ROCK,26,true,APPLE_PAY,,219.16534,,COMPLETED,driver_165,1745433680587,1745444563132,17333.227
REQ-1745433729-2742,P00448,1745433729536,39.693997589877604,-75.38929040189984,41.03430808988238,-74.07051429432649,ECONOMY,HIP_HOP,25,false,PAYPAL,6,281.4122,4.9,COMPLETED,driver_007,1745433729536,1745434707539,22312.975
REQ-1745433803-1767,P00148,1745433803486,41.48490556876035,-74.77471884272873,40.6568933508833,-73.67282134903958,ECONOMY,POP,20,false,PAYPAL,41,351.623,,COMPLETED,driver_196,1745433803486,1745434230573,15623.035
REQ-1745433790-9971,P00300,1745433790051,41.626072930046384,-73.93261236686533,41.1842298548038,-74.08900614354435,ECONOMY,NO_PREFERENCE,25,false,CREDIT_CARD,,78.61534,,COMPLETED,driver_008,1745433790051,1745445058437,6089.2275
REQ-1745433756-1327,P00311,1745433756902,40.004992020773976,-73.95618741639576,41.03590558134675,-74.63889171396085,ECONOMY,NO_PREFERENCE,25,false,CREDIT_CARD,,194.66992,,COMPLETED,driver_216,1745433756902,1745439244522,15373.594
REQ-1745433768-7175,P00133,1745433768856,41.282720461601585,-72.74387286840044,40.058705124269,-73.37061173052317,ECONOMY,POP,18,true,APPLE_PAY,,221.12799,,COMPLETED,driver_224,1745433768856,1745435914934,17490.238
REQ-1745433884-7036,P00387,1745433884798,39.28714796886888,-73.6646332443411,39.34366212985766,-73.5634417902348,ECONOMY,CLASSICAL,23,false,APPLE_PAY,,51.60141,,COMPLETED,driver_259,1745433884798,1745440886780,1286.1206
REQ-1745433751-2446,P00032,1745433751858,41.29241926991287,-72.97657937811258,41.84637860834151,-74.23256543648172,ECONOMY,HIP_HOP,25,false,APPLE_PAY,,184.11855,,COMPLETED,driver_228,1745433751858,1745440658610,14529.483
REQ-1745433754-8266,P00593,1745433754884,40.14265022616703,-73.70416039464888,40.442306841690346,-72.56785479847507,ECONOMY,JAZZ,20,false,GOOGLE_PAY,,155.19049,,COMPLETED,driver_267,1745433754884,1745442757332,12215.238
REQ-1745433744-2667,P00444,1745433744810,40.60099698452393,-73.15775012923147,40.12179115615371,-74.9002542946376,ECONOMY,ROCK,26,false,DEBIT_CARD,,237.52719,3.6,COMPLETED,driver_138,1745433744810,1745437205038,18802.176
REQ-1745433769-9797,P00411,1745433769863,41.762649807862836,-74.20961853621964,42.203885106213406,-72.97629864382014,POOL,NO_PREFERENCE,26,true,GOOGLE_PAY,,171.90237,,COMPLETED,driver_128,1745433769863,1745440171356,13552.19
REQ-1745433730-5319,P00306,1745433730771,40.77419446883121,-72.72982938061557,42.181189137260276,-73.99984504830906,ECONOMY,HIP_HOP,25,false,CREDIT_CARD,,285.30557,2.9,COMPLETED,driver_110,1745433730771,1745434855975,22624.447
REQ-1745433711-8154,P00292,1745433711702,40.26057232753976,-73.3769482572656,40.384324869432135,-73.29436360186557,LUXURY,POP,21,true,APPLE_PAY,,25.618408,,COMPLETED,driver_186,1745433711702,1745457840604,1849.4727
REQ-1745433834-3890,P00477,1745433834597,41.41239228010737,-74.87550396683412,40.447162865956656,-74.87147070031412,ECONOMY,JAZZ,19,true,CASH,,163.2115,,COMPLETED,driver_190,1745433834597,1745434659973,12856.92
REQ-1745433767-2171,P00251,1745433767848,39.92399121535345,-73.09694074131365,40.43915668039541,-74.82483041046517,ECONOMY,POP,25,false,CREDIT_CARD,,238.44267,2.4,IN_PROGRESS,driver_016,1745433767848,1745435485621,14017.73
REQ-1745433753-1144,P00040,1745433753877,40.73171929771799,-74.05300734127701,40.65343569465788,-72.76672759607165,ECONOMY,NO_PREFERENCE,18,true,CASH,,165.40665,,COMPLETED,driver_143,1745433753877,1745442595386,13032.531
REQ-1745433659-6982,P00444,1745433659499,40.60099698452393,-73.15775012923147,40.12179115615371,-74.9002542946376,SUV,NO_PREFERENCE,26,true,CASH,,237.52719,5.0,COMPLETED,driver_004,1745433659499,1745446406540,18802.176
REQ-1745433859-7570,P00143,1745433859700,39.63502898276754,-74.61176736815963,39.98197754095794,-74.81859237871629,LUXURY,POP,21,true,PAYPAL,63,117.39719,2.2,COMPLETED,driver_004,1745433859700,1745440354750,5082.8735
REQ-1745433626-5497,P00454,1745433626384,41.33002592539231,-74.91086275191074,39.55384630799733,-75.42546660326418,SUV,NO_PREFERENCE,19,true,CASH,52,305.33786,3.5,COMPLETED,driver_084,1745433626384,1745444876459,24227.03
REQ-1745433673-8092,P00480,1745433673542,41.629121983335985,-73.36559736382347,39.44011037792123,-74.11939046096539,SUV,HIP_HOP,23,false,CASH,,379.2457,,COMPLETED,driver_253,1745433673542,1745434466727,30139.654
REQ-1745433803-1350,P00491,1745433803485,40.52202827762357,-73.45009034195773,40.467980510313005,-75.00289510355034,ECONOMY,ROCK,21,true,CREDIT_CARD,,199.31735,,COMPLETED,driver_141,1745433803485,1745436096645,15745.388
REQ-1745433835-5809,P00493,1745433835602,39.691647372378455,-72.94173702647305,40.687195104951776,-72.80000044543166,ECONOMY,HIP_HOP,22,true,DEBIT_CARD,,169.23616,,CANCELLED,driver_048,1745433835602,1745435305650,4894.5254
REQ-1745433775-6420,P00180,1745433775996,40.41604002289877,-73.1087084294923,40.49871565729959,-73.80515026004151,SUV,CLASSICAL,18,false,DEBIT_CARD,,91.79819,,COMPLETED,driver_236,1745433775996,1745447513366,7143.855
REQ-1745433716-5773,P00382,1745433716741,40.655209323529625,-72.49494957876678,41.86600718657624,-73.49854111307025,ECONOMY,HIP_HOP,25,true,CASH,,426.71698,,COMPLETED,driver_120,1745433716741,1745441544068,19002.264
REQ-1745433894-4968,P00508,1745433894865,40.50437253588973,-74.2293041976435,40.07508470606986,-74.65471090151634,ECONOMY,JAZZ,22,false,PAYPAL,,255.82965,3.5,COMPLETED,driver_128,1745433894865,1745435847644,7167.894
REQ-1745433856-8264,P00082,1745433856676,40.98970594244252,-73.68683426033401,41.23231052800284,-74.81968890703374,ECONOMY,NO_PREFERENCE,23,true,CREDIT_CARD,,150.24269,1.5,COMPLETED,driver_116,1745433856676,1745435142262,11819.415
REQ-1745433865-2658,P00175,1745433865746,40.94314860429664,-73.69939812973622,41.49875350220788,-74.6194425672745,ECONOMY,JAZZ,26,false,APPLE_PAY,,601.0566,,COMPLETED,driver_236,1745433865746,1745434538012,11821.132
REQ-1745433765-3692,P00297,1745433765962,41.66489136950449,-75.3419284183775,41.89827877820738,-73.27673616981073,ECONOMY,ROCK,21,false,GOOGLE_PAY,,261.83676,1.7,COMPLETED,driver_073,1745433765962,1745435528102,20746.941
REQ-1745433768-8836,P00314,1745433768857,41.58371160245284,-75.05195201352902,39.97760829902907,-74.73210671460222,ECONOMY,CLASSICAL,23,false,CASH,,272.9395,2.4,COMPLETED,driver_095,1745433768857,1745434408771,21635.16
REQ-1745433718-4964,P00553,1745433718758,41.286924906264964,-74.72193950317114,39.25993646098785,-75.0594970830117,ECONOMY,ROCK,25,true,APPLE_PAY,,342.70688,3.7,COMPLETED,driver_241,1745433718758,1745433984004,27216.55
REQ-1745433859-2845,P00076,1745433859701,42.065796846121366,-73.82402842170109,41.263642073718515,-73.80922842784325,ECONOMY,JAZZ,26,true,CREDIT_CARD,,136.07146,2.9,COMPLETED,driver_077,1745433859701,1745436705446,10685.717
REQ-1745433674-6310,P00339,1745433674547,40.71252484180002,-72.99429883013215,40.66113939285754,-74.37773480337839,LUXURY,HIP_HOP,19,false,PAYPAL,,177.37418,,COMPLETED,driver_166,1745433674547,1745451786279,13989.935
REQ-1745433479-9630,P00324,1745433479955,41.79184263384899,-74.97312950378772,39.95143568504359,-72.68630036215892,SUV,ROCK,25,false,PAYPAL,,422.97098,,COMPLETED,driver_034,1745433479955,1745451337532,33637.68
REQ-1745433710-1132,P00118,1745433710694,41.03278310107886,-73.06132400400807,40.33264626293063,-75.19686736371459,ECONOMY,JAZZ,20,true,APPLE_PAY,,526.6816,2.8,COMPLETED,driver_201,1745433710694,1745438791890,23500.67
REQ-1745433846-2617,P00360,1745433846650,40.397887369860456,-74.92641214147838,39.34480753001817,-74.8284710261099,ECONOMY,JAZZ,22,false,DEBIT_CARD,,504.3997,,COMPLETED,driver_111,1745433846650,1745434876057,27470.514
REQ-1745433834-2875,P00151,1745433834597,40.43941325066423,-73.00779299267248,39.3018514571159,-73.15836006380081,ECONOMY,JAZZ,25,true,CASH,,192.87881,4.0,COMPLETED,driver_208,1745433834597,1745435248755,15230.305
REQ-1745433772-8193,P00008,1745433772889,39.6131633174612,-74.57254004055534,39.93643164328517,-72.53668381223589,ECONOMY,POP,20,true,CASH,,268.52252,,COMPLETED,driver_177,1745433772889,1745435283192,21281.803
REQ-1745433889-7896,P00511,1745433889833,39.956768730168584,-73.8467455918435,40.46665506102729,-74.29423507965399,ECONOMY,NO_PREFERENCE,19,true,GOOGLE_PAY,,186.13266,3.2,COMPLETED,driver_214,1745433889833,1745436812252,8175.9697
REQ-1745433814-2238,P00214,1745433814135,39.958035905606025,-74.28770912899911,39.63466069377586,-75.386491448999,ECONOMY,JAZZ,26,true,PAYPAL,,153.02197,,CANCELLED,driver_092,1745433814135,1745440532848,3137.4421
REQ-1745433812-5795,P00335,1745433812544,40.093021209150564,-73.8658962910119,39.27001002663293,-72.89448858488151,LUXURY,HIP_HOP,18,true,CREDIT_CARD,,187.62631,,COMPLETED,driver_104,1745433812544,1745438042150,14810.105
REQ-1745433779-4436,P00286,1745433779021,41.6949675530521,-73.30717129304348,40.673078866490314,-73.55414927554666,ECONOMY,POP,25,true,APPLE_PAY,,175.4362,,COMPLETED,driver_001,1745433779021,1745442835354,13834.896
REQ-1745433750-3208,P00084,1745433750853,41.47289173009258,-75.08657797536134,40.245775186977134,-75.01514083509221,SUV,CLASSICAL,18,true,APPLE_PAY,,207.01285,,COMPLETED,driver_037,1745433750853,1745443183601,16361.028
REQ-1745433777-1870,P00256,1745433777928,40.46960921031129,-72.84707321007866,41.20946136003665,-74.82103006682257,ECONOMY,POP,18,false,APPLE_PAY,,279.99014,3.5,COMPLETED,driver_285,1745433777928,1745434798111,22199.213
REQ-1745433808-4540,P00395,1745433808518,40.90544410215006,-73.73383393933216,42.14809188405295,-74.54202444345808,ECONOMY,POP,18,false,PAYPAL,,232.62308,,COMPLETED,driver_084,1745433808518,1745435579455,18409.846
REQ-1745433803-6022,P00171,1745433803486,40.89557831332752,-74.85687957747119,42.23243254050868,-74.24430318181133,ECONOMY,CLASSICAL,23,false,CASH,,237.80484,4.8,COMPLETED,driver_146,1745433803486,1745435798607,18824.387
REQ-1745433817-5889,P00588,1745433817154,41.366937082360806,-73.62721447759358,40.77287496564088,-75.00737245209694,ECONOMY,POP,25,false,PAYPAL,58,201.99292,,COMPLETED,driver_147,1745433817154,1745437216378,15959.434
REQ-1745433804-8489,P00208,1745433804113,40.38297831851133,-73.62693639187475,39.51539158748977,-72.94947158991346,ECONOMY,JAZZ,18,false,PAYPAL,82,170.85739,2.1,COMPLETED,driver_178,1745433804113,1745440998628,13468.592
REQ-1745433767-9981,P00104,1745433767848,40.05175762600189,-74.00956071391103,41.68152692029831,-73.42088371499464,SUV,HIP_HOP,22,true,DEBIT_CARD,,283.79785,2.7,COMPLETED,driver_295,1745433767848,1745435621433,22503.828
REQ-1745433764-6781,P00234,1745433764956,40.75033522047027,-73.00226788897623,39.495041938926335,-74.3970057732177,ECONOMY,ROCK,23,true,CREDIT_CARD,,492.0098,1.6,COMPLETED,driver_056,1745433764956,1745436700863,21940.441
REQ-1745433846-5879,P00415,1745433846651,39.63736845093735,-73.86819842846727,40.616707701381664,-74.74480150438838,ECONOMY,HIP_HOP,18,true,CREDIT_CARD,,200.09291,1.8,COMPLETED,driver_014,1745433846651,1745434810625,15807.433
REQ-1745433813-1264,P00347,1745433813554,41.245546909577,-74.3521913728689,40.45781835153095,-73.20933779527535,ECONOMY,NO_PREFERENCE,22,false,CASH,,197.22731,4.0,COMPLETED,driver_242,1745433813554,1745438377865,15578.185
REQ-1745433779-3707,P00322,1745433779022,40.46248935030103,-73.61869427761357,42.12519169792612,-73.01330753554677,ECONOMY,HIP_HOP,21,true,CASH,,289.51172,,COMPLETED,driver_119,1745433779022,1745434453336,22960.938
REQ-1745433728-3673,P00083,1745433728528,41.810563008954574,-73.73808961474421,40.53036841755135,-73.85760196624506,POOL,CLASSICAL,25,true,GOOGLE_PAY,,216.17805,,COMPLETED,driver_093,1745433728528,1745445475229,17094.244
REQ-1745433755-9234,P00215,1745433755893,42.07589645192509,-74.07382661145411,40.31260928829445,-74.79999482180992,ECONOMY,HIP_HOP,26,true,CREDIT_CARD,,1239.4448,4.3,COMPLETED,driver_132,1745433755893,1745435349296,24588.896
REQ-1745433804-1319,P00468,1745433804112,41.63856655330576,-74.39391800020505,41.62422231942925,-73.81595152849805,ECONOMY,HIP_HOP,21,false,DEBIT_CARD,,74.46629,,COMPLETED,driver_042,1745433804112,1745449490482,5757.303
REQ-1745433775-2330,P00336,1745433775997,40.78405518977224,-75.25685780305216,40.46162532686124,-73.13958058952143,ECONOMY,CLASSICAL,20,false,CASH,,275.4043,4.6,COMPLETED,driver_299,1745433775997,1745436384842,21832.344
REQ-1745433757-1042,P00349,1745433757911,39.86751567771472,-73.14790123702296,41.60144733504233,-73.26314919254906,ECONOMY,JAZZ,19,false,CREDIT_CARD,,291.56555,4.3,COMPLETED,driver_201,1745433757911,1745436885287,23125.244
REQ-1745433823-2149,P00302,1745433823568,40.554564889081135,-75.37836471176368,39.2975209225935,-74.73703276771218,ECONOMY,POP,23,false,PAYPAL,,227.24706,,COMPLETED,driver_183,1745433823568,1745435520909,17979.766
REQ-1745433802-4234,P00242,1745433802478,39.70218300177136,-72.85762808919688,41.08630062872668,-73.71003032436954,ECONOMY,POP,20,true,GOOGLE_PAY,,257.04538,3.9,COMPLETED,driver_181,1745433802478,1745435296701,20363.629
REQ-1745433885-4855,P00093,1745433885805,40.9776887252979,-73.20668901669119,40.5926067122892,-74.00617217121206,ECONOMY,HIP_HOP,19,false,DEBIT_CARD,,216.80766,,COMPLETED,driver_205,1745433885805,1745438011184,3643.9292
REQ-1745433678-9945,P00005,1745433678576,40.372576189602036,-72.66383383061857,41.72280380951044,-74.9334289678903,ECONOMY,NO_PREFERENCE,22,false,GOOGLE_PAY,,365.48697,2.2,COMPLETED,driver_009,1745433678576,1745439069641,29038.957
REQ-1745433732-6803,P00201,1745433732787,40.56780602943365,-73.2465743238986,40.05453313345155,-75.45672071918864,ECONOMY,JAZZ,21,true,PAYPAL,,295.83246,3.6,COMPLETED,driver_072,1745433732787,1745439271238,23466.598
REQ-1745433775-4828,P00128,1745433775910,41.67997842407411,-72.75036734039686,39.88882479614178,-72.85923013814275,ECONOMY,ROCK,26,false,APPLE_PAY,,301.0427,,COMPLETED,driver_009,1745433775910,1745434584537,23883.416
REQ-1745433741-7775,P00596,1745433741618,41.42055012381265,-72.91725079690735,41.545424100334166,-75.43961487427396,ECONOMY,CLASSICAL,24,false,CREDIT_CARD,,317.81052,,COMPLETED,driver_098,1745433741618,1745436781695,25224.84
REQ-1745433837-4601,P00208,1745433837620,40.90384963361133,-72.95156610190206,41.90943136154395,-73.92544391080382,ECONOMY,NO_PREFERENCE,18,true,GOOGLE_PAY,,209.4388,1.2,COMPLETED,driver_276,1745433837620,1745435982961,16555.104
REQ-1745433802-5303,P00194,1745433802479,42.08331411208739,-74.83351289045189,41.72126980491136,-72.77998424632437,ECONOMY,CLASSICAL,22,false,CREDIT_CARD,61,264.02237,1.2,COMPLETED,driver_051,1745433802479,1745435218662,20921.79
REQ-1745433658-8508,P00021,1745433658491,39.839163573172556,-73.41222861137415,42.1624809097587,-74.57311566154507,ECONOMY,NO_PREFERENCE,24,true,CASH,,415.92297,,COMPLETED,driver_211,1745433658491,1745437512922,33073.836
REQ-1745433905-8696,P00273,1745433905937,41.735088275489744,-72.57654847423645,42.23149440143469,-73.09731268059242,ECONOMY,HIP_HOP,19,false,CREDIT_CARD,,107.31161,2.7,COMPLETED,driver_135,1745433905937,1745437851033,8384.929
REQ-1745433705-5432,P00334,1745433705662,41.24278933942336,-72.50580041976204,40.81815790261055,-74.88048370078174,ECONOMY,CLASSICAL,19,true,PAYPAL,,309.02777,,COMPLETED,driver_227,1745433705662,1745441702162,24522.22
REQ-1745433709-5562,P00045,1745433709688,41.81893188973865,-73.76174741393343,39.5764198220383,-74.12424330538182,ECONOMY,HIP_HOP,20,true,CASH,,378.6718,3.0,COMPLETED,driver_105,1745433709688,1745435748279,30093.744
REQ-1745433788-4185,P00540,1745433788039,41.89537613321895,-73.26322055323837,41.44227763253019,-74.46109188552391,ECONOMY,POP,24,true,CREDIT_CARD,,169.49734,3.8,IN_PROGRESS,driver_185,1745433788039,1745444908912,5714.3047
REQ-1745433813-2012,P00096,1745433813553,41.8959321768894,-74.50875213189276,41.704349738343666,-73.63646439458991,LUXURY,POP,26,true,CASH,,606.0122,2.3,COMPLETED,driver_027,1745433813553,1745446732236,15002.754
REQ-1745433889-8246,P00407,1745433889832,41.79152470539257,-74.17221394392047,40.96418428951821,-74.19078673607562,ECONOMY,HIP_HOP,19,true,CASH,,249.37195,2.5,COMPLETED,driver_013,1745433889832,1745437182919,11021.737
REQ-1745433893-2142,P00084,1745433893855,40.1579975361561,-74.14283777235619,39.40276509049739,-75.04493167487335,ECONOMY,JAZZ,23,false,DEBIT_CARD,,173.19196,,COMPLETED,driver_285,1745433893855,1745434167070,13655.356
REQ-1745433771-4015,P00201,1745433771882,41.65711706281671,-72.63633252194535,39.82085407031867,-73.00124357859468,SUV,HIP_HOP,21,false,CASH,,311.6842,,COMPLETED,driver_246,1745433771882,1745435185589,24734.734
REQ-1745433674-4894,P00224,1745433674548,39.354341222714126,-74.65316914003911,40.98304966025352,-73.14706899089668,ECONOMY,JAZZ,23,false,GOOGLE_PAY,,1338.2026,,COMPLETED,driver_206,1745433674548,1745443072782,26564.053
REQ-1745433776-9765,P00209,1745433776918,40.1904499475024,-75.25190966334033,40.96556756833611,-73.00440247322881,ECONOMY,HIP_HOP,23,false,APPLE_PAY,,314.6489,1.5,COMPLETED,driver_244,1745433776918,1745434712189,24971.91
REQ-1745433606-4801,P00021,1745433606314,42.1624809097587,-74.57311566154507,39.839163573172556,-73.41222861137415,ECONOMY,JAZZ,25,false,APPLE_PAY,99,2957.6746,,COMPLETED,driver_103,1745433606314,1745443574066,33073.836
REQ-1745433845-3143,P00125,1745433845645,42.08041104738769,-73.0604034107807,41.49477167072117,-72.82822978582936,LUXURY,CLASSICAL,19,true,CREDIT_CARD,,104.17981,,COMPLETED,driver_081,1745433845645,1745444985304,8134.385
REQ-1745433765-8476,P00267,1745433765960,40.24764454602513,-75.38875367286761,41.732869898865964,-74.23664046368609,ECONOMY,NO_PREFERENCE,23,true,DEBIT_CARD,79,289.06226,2.9,COMPLETED,driver_233,1745433765960,1745438119170,22924.982
REQ-1745433935-7257,P00498,1745433935057,41.0690690148031,-73.02939332863164,41.23316730806823,-73.58711947528624,SUV,CLASSICAL,19,false,CREDIT_CARD,,77.57105,,COMPLETED,driver_271,1745433935057,1745438314083,6005.684
REQ-1745433778-7317,P00320,1745433778013,39.92339569434669,-75.47176382298969,40.17245517153805,-73.149488072948,LUXURY,ROCK,22,true,PAYPAL,,301.38068,,COMPLETED,driver_266,1745433778013,1745435947493,23910.453
REQ-1745433953-3804,P00075,1745433953142,41.439506257036165,-74.3072733307343,41.1527029822271,-74.12080376034771,ECONOMY,ROCK,25,true,CREDIT_CARD,,222.5814,,COMPLETED,driver_069,1745433953142,1745438403738,4251.628
REQ-1745433704-6998,P00542,1745433704654,39.65396797851041,-73.53909450141023,42.04256025429393,-73.92268220404031,ECONOMY,NO_PREFERENCE,26,true,APPLE_PAY,98,1612.4972,3.0,COMPLETED,driver_179,1745433704654,1745435248411,32049.945
REQ-1745433675-7623,P00423,1745433675554,41.771004916779255,-73.70204919053276,39.99190809498404,-75.20949725990431,ECONOMY,HIP_HOP,23,false,CASH,,354.29083,1.1,COMPLETED,driver_122,1745433675554,1745442112823,28143.266
REQ-1745433806-2880,P00397,1745433806504,39.28518337441393,-75.4268305360205,40.84963917096145,-74.94468656727523,ECONOMY,CLASSICAL,19,true,CREDIT_CARD,,270.1286,1.6,COMPLETED,driver_272,1745433806504,1745436011763,21410.29
REQ-1745433774-5351,P00161,1745433774986,41.51249215777928,-74.33419418094628,40.01208955339634,-75.346131627744,ECONOMY,HIP_HOP,25,false,DEBIT_CARD,,283.02554,,COMPLETED,driver_117,1745433774986,1745438015588,22442.043
REQ-1745433745-6864,P00334,1745433745816,40.81815790261055,-74.88048370078174,41.24278933942336,-72.50580041976204,ECONOMY,JAZZ,23,false,CASH,38,2781.2498,3.8,COMPLETED,driver_170,1745433745816,1745438970423,24522.22
REQ-1745433545-5968,P00219,1745433545190,41.971934731301104,-75.34783137602058,39.84077065125416,-72.98031627074369,ECONOMY,NO_PREFERENCE,21,true,APPLE_PAY,,828.1298,1.6,COMPLETED,driver_110,1745433545190,1745446646765,11845.0
REQ-1745433934-9537,P00474,1745433934050,41.367951276267476,-74.29559625306878,41.63427041030669,-74.9354339386754,ECONOMY,HIP_HOP,18,false,CASH,67,93.78093,,COMPLETED,driver_234,1745433934050,1745438253075,7302.4746
REQ-1745433861-6962,P00564,1745433861718,41.93658475113889,-73.64402615115242,41.03479426422452,-74.64401709916888,SUV,ROCK,19,false,CREDIT_CARD,8,790.7834,1.7,COMPLETED,driver_018,1745433861718,1745437178538,15615.668
REQ-1745433735-4773,P00468,1745433735582,42.085648027356854,-74.57398932284865,40.01373217079377,-73.41499120568177,ECONOMY,ROCK,20,true,GOOGLE_PAY,,376.91382,1.7,COMPLETED,driver_220,1745433735582,1745435332210,29953.105
REQ-1745433889-3982,P00221,1745433889832,41.12539420597178,-75.07608777207118,40.220049273920154,-74.42099179877202,ECONOMY,NO_PREFERENCE,20,false,GOOGLE_PAY,,174.4481,,CANCELLED,driver_010,1745433889832,1745436520111,3238.659
REQ-1745433778-2819,P00283,1745433778013,41.75170536501309,-72.60008979323685,41.452873071720326,-74.20994589915958,ECONOMY,JAZZ,25,false,APPLE_PAY,,209.01682,,COMPLETED,driver_085,1745433778013,1745444682848,16521.346
REQ-1745433917-1153,P00464,1745433917978,42.17075443971445,-74.46135679336324,41.99315158094677,-74.03824671889221,ECONOMY,POP,21,false,GOOGLE_PAY,,250.27338,1.2,COMPLETED,driver_233,1745433917978,1745442746940,4805.468
REQ-1745433825-9232,P00344,1745433825207,40.94537083811718,-73.91130977735605,40.111381485417866,-73.57797939723433,ECONOMY,CLASSICAL,25,false,PAYPAL,,147.62546,,COMPLETED,driver_078,1745433825207,1745445303863,11610.037
REQ-1745433758-8269,P00268,1745433758916,40.83502407619691,-74.49143813421794,41.99495534317414,-72.76628623643013,ECONOMY,NO_PREFERENCE,19,false,DEBIT_CARD,,291.81012,,COMPLETED,driver_259,1745433758916,1745440519308,23144.809
REQ-1745433862-4914,P00196,1745433862725,40.74141848490351,-74.71533954587997,40.69790199752352,-72.95484609806141,ECONOMY,JAZZ,21,false,DEBIT_CARD,,224.77849,,COMPLETED,driver_273,1745433862725,1745435680594,17782.28
REQ-1745433789-2467,P00497,1745433789045,42.0401512498419,-73.78756591979328,40.72179053406238,-74.89571445474799,ECONOMY,CLASSICAL,22,true,PAYPAL,,262.0174,,COMPLETED,driver_293,1745433789045,1745440005461,20761.39
REQ-1745433864-7888,P00204,1745433864740,41.25674545606946,-73.10256846990899,41.61931341374494,-74.58315137204276,ECONOMY,ROCK,21,true,PAYPAL,8,350.0741,,COMPLETED,driver_025,1745433864740,1745437728469,15553.334
REQ-1745433672-7161,P00527,1745433672536,39.26941656343787,-73.13696178977578,41.96363325246014,-72.95212116663333,ECONOMY,ROCK,25,false,CASH,,451.69498,,COMPLETED,driver_000,1745433672536,1745436636534,35935.598
REQ-1745433855-8949,P00572,1745433855670,39.661608128431,-74.06119381333052,41.03756423295612,-74.43394489155685,ECONOMY,NO_PREFERENCE,18,true,DEBIT_CARD,76,420.31705,4.8,COMPLETED,driver_102,1745433855670,1745435610969,18714.268
REQ-1745433897-3897,P00160,1745433897884,39.946351094842896,-73.34719375600874,39.95532081297779,-74.41787595142128,ECONOMY,NO_PREFERENCE,25,false,CASH,,139.16809,,COMPLETED,driver_255,1745433897884,1745439379354,10933.447
REQ-1745433787-7129,P00492,1745433787032,40.61195697328636,-72.97360337766597,40.22326597399047,-75.39762403542424,ECONOMY,POP,24,true,GOOGLE_PAY,,316.51727,3.8,COMPLETED,driver_052,1745433787032,1745436225331,25121.38
REQ-1745433917-7391,P00178,1745433917979,40.529507153057615,-72.69302922210457,41.26965169404666,-73.48889403607072,ECONOMY,CLASSICAL,24,true,APPLE_PAY,,161.30379,1.9,COMPLETED,driver_071,1745433917979,1745435729621,12704.303
REQ-1745433732-9833,P00008,1745433732564,39.87099976291704,-73.34196011951926,42.029973007623774,-73.75216332267698,SUV,NO_PREFERENCE,24,false,DEBIT_CARD,,617.599,,COMPLETED,driver_105,1745433732564,1745437787682,52781.727
